"title","taxa_inad_temp","Risco_title_BIN"
"credit card debt all",0,"Risk1"
"credit card debt be gone",1,"Risk3"
"credit card debt consoldation",0,"Risk1"
"credit card debt consolidatio",0,"Risk1"
"credit card debt consolidation",0.0909090909090909,"Risk3"
"credit card debt consolidation loan",0,"Risk1"
"credit card debt consolodation",0,"Risk1"
"credit card debt control",0,"Risk1"
"credit card debt done away",0,"Risk1"
"credit card debt elimination",0,"Risk1"
"credit card debt freedom",0,"Risk1"
"credit card debt gone",0.333333333333333,"Risk3"
"credit card debt help",1,"Risk3"
"credit card debt interest rate reduction",0,"Risk1"
"credit card debt loan",0.5,"Risk3"
"credit card debt pay off",0,"Risk1"
"credit card debt payments",0,"Risk1"
"credit card debt payoff",0,"Risk1"
"credit card debt reduction",0,"Risk1"
"credit card debt relief",0,"Risk1"
"credit card debt solution",0,"Risk1"
"credit card debt will go away!",0,"Risk1"
"credit card debt with an ending date",0,"Risk1"
"credit card debt- many monthly payments",0,"Risk1"
"credit card debts",0.333333333333333,"Risk3"
"credit card debts consolidation",0,"Risk1"
"credit card dept.",0,"Risk1"
"credit card destroyer",0,"Risk1"
"credit card elimination",0.142857142857143,"Risk3"
"credit card elimination loan",0,"Risk1"
"credit card eliminator",0.333333333333333,"Risk3"
"credit card eliminator loan",0,"Risk1"
"credit card eradication",0,"Risk1"
"credit card escape",0,"Risk1"
"credit card farewell",0,"Risk1"
"credit card fin loan",0,"Risk1"
"credit card finance",0,"Risk1"
"credit card finance to eliminate debt",0,"Risk1"
"credit card free",0,"Risk1"
"credit card free by start of ma program",0,"Risk1"
"credit card free in three",0,"Risk1"
"credit card freedom",0.181818181818182,"Risk3"
"credit card fund",0,"Risk1"
"credit card help",0,"Risk1"
"credit card improvements",0,"Risk1"
"credit card interest consolidation",0,"Risk1"
"credit card interest is too high",0,"Risk1"
"credit card interest reduction",0,"Risk1"
"credit card interest savings",0,"Risk1"
"credit card killer",0,"Risk1"
"credit card lessons",0,"Risk1"
"credit card liberation",0,"Risk1"
"credit card load",0,"Risk1"
"credit card loan",0.132352941176471,"Risk3"
"credit card loan consolidation",0,"Risk1"
"credit card loan.",0,"Risk1"
"credit card loan2",0,"Risk1"
"credit card losn",1,"Risk3"
"credit card lower interest loan",0,"Risk1"
"credit card no more",0,"Risk1"
"credit card nuke",0,"Risk1"
"credit card off",0,"Risk1"
"credit card pay",0,"Risk1"
"credit card pay back",0,"Risk1"
"credit card pay down",0,"Risk1"
"credit card pay off",0.173913043478261,"Risk3"
"credit card pay off.",0,"Risk1"
"credit card pay offs",0,"Risk1"
"credit card pay-off",0,"Risk1"
"credit card pay-off loan",0,"Risk1"
"credit card pay-off plan",0,"Risk1"
"credit card payback",0,"Risk1"
"credit card paydown",0,"Risk1"
"credit card payer",0,"Risk1"
"credit card payment",0.176470588235294,"Risk3"
"credit card payment and major purchases",0,"Risk1"
"credit card payment and personal loan",0,"Risk1"
"credit card payment consolidation",0,"Risk1"
"credit card payment loan",0,"Risk1"
"credit card payments",0.2,"Risk3"
"credit card payments - debt free gaol",0,"Risk1"
"credit card payoff",0.11284046692607,"Risk3"
"credit card payoff 2013",0,"Risk1"
"credit card payoff after basement remode",0,"Risk1"
"credit card payoff and auto repair",0,"Risk1"
"credit card payoff and home projects",0,"Risk1"
"credit card payoff for 5yr planning",1,"Risk3"
"credit card payoff loan",0.166666666666667,"Risk3"
"credit card payoff refinance",0,"Risk1"
"credit card payoff/ car repairs",0,"Risk1"
"credit card payoff/freedom",0,"Risk1"
"credit card payoff/home repair",0,"Risk1"
"credit card payoffs",0,"Risk1"
"credit card payoffs.",0,"Risk1"
"credit card rate out of control",0,"Risk1"
"credit card rate way up.  please help!",0,"Risk1"
"credit card rates are too high.",0,"Risk1"
"credit card re-do",0,"Risk1"
"credit card re-fi",0,"Risk1"
"credit card re-finance",0.25,"Risk3"
"credit card re-financing loan",0,"Risk1"
"credit card reconcile",1,"Risk3"
"credit card reconciliation",0,"Risk1"
"credit card reconsolidation",0,"Risk1"
"credit card recovery",0,"Risk1"
"credit card reduced rate",0,"Risk1"
"credit card reduction",0.142857142857143,"Risk3"
"credit card reduction loan",0,"Risk1"
"credit card ref",0,"Risk1"
"credit card refi",0,"Risk1"
"credit card refi and home improve",0,"Risk1"
"credit card refi loan",0,"Risk1"
"credit card refi/ debt consolidation",0,"Risk1"
"credit card refi/debt consolodation",0,"Risk1"
"credit card refi/payoff",0,"Risk1"
"credit card refiance",0,"Risk1"
"credit card refin",0,"Risk1"
"credit card refin.",0,"Risk1"
"credit card refinace",0,"Risk1"
"credit card refinacing",0,"Risk1"
"credit card refinacing loan",1,"Risk3"
"credit card refinance",0.115241635687732,"Risk3"
"credit card refinance & consolidation",0,"Risk1"
"credit card refinance (part ii)",1,"Risk3"
"credit card refinance - easing the pain",0,"Risk1"
"credit card refinance and consolidation",0,"Risk1"
"credit card refinance loan",0.103448275862069,"Risk3"
"credit card refinance nov 2010",0,"Risk1"
"credit card refinance,back taxes",0,"Risk1"
"credit card refinance-debt free",0,"Risk1"
"credit card refinance.",0,"Risk1"
"credit card refinance/consolidation",0,"Risk1"
"credit card refinancing",0.100572111031919,"Risk3"
"credit card refinancing 2012",0,"Risk1"
"credit card refinancing and moving costs",0,"Risk1"
"credit card refinancing loan",0,"Risk1"
"credit card refinansing",0,"Risk1"
"credit card refince",0,"Risk1"
"credit card refine",0,"Risk1"
"credit card refine/small house repair",0,"Risk1"
"credit card refinincing",0,"Risk1"
"credit card refuge",0,"Risk1"
"credit card relief",0.1,"Risk3"
"credit card relief / home improvement",1,"Risk3"
"credit card relieve",1,"Risk3"
"credit card repay",0,"Risk1"
"credit card repayment",0.0909090909090909,"Risk3"
"credit card repayment loan",0,"Risk1"
"credit card restructure loan",0,"Risk1"
"credit card restructuring & consolidate",0,"Risk1"
"credit card rfinance loan",0,"Risk1"
"credit card snowball",0,"Risk1"
"credit card termination & cancelation",0,"Risk1"
"credit card wipe",1,"Risk3"
"credit card wipeout",0,"Risk1"
"credit card/consolidate",0,"Risk1"
"credit card/debt considation",0,"Risk1"
"credit card/home improvement",0,"Risk1"
"credit card/loan consolidation",0,"Risk1"
"credit cardconsolidation",0,"Risk1"
"credit cardrefinance",0,"Risk1"
"credit cards",0.130434782608696,"Risk3"
"credit cards & 1099-misc",0,"Risk1"
"credit cards & auto",1,"Risk3"
"credit cards & income property expences",0,"Risk1"
"credit cards +medical bills",0,"Risk1"
"credit cards 2013",0,"Risk1"
"credit cards and car",0,"Risk1"
"credit cards and car payoff",0,"Risk1"
"credit cards and doctor bills",0,"Risk1"
"credit cards and lawyer",0,"Risk1"
"credit cards are gone",0,"Risk1"
"credit cards away with thee!",0,"Risk1"
"credit cards back on track!",0,"Risk1"
"credit cards be gone",0.333333333333333,"Risk3"
"credit cards consol",0,"Risk1"
"credit cards consolidation",0,"Risk1"
"credit cards consolidation loan",1,"Risk3"
"credit cards covered my surgeries",0,"Risk1"
"credit cards debt",0,"Risk1"
"credit cards debts",0,"Risk1"
"credit cards from master degree law",0,"Risk1"
"credit cards gone",0,"Risk1"
"credit cards gone forever!",1,"Risk3"
"credit cards hole",0,"Risk1"
"credit cards lifesaver",0,"Risk1"
"credit cards loan",0.5,"Risk3"
"credit cards made simple",0,"Risk1"
"credit cards paid off",0.5,"Risk3"
"credit cards pay off",0.5,"Risk3"
"credit cards pay off and home eimprovent",1,"Risk3"
"credit cards pay off loan",0,"Risk1"
"credit cards payment",0,"Risk1"
"credit cards payments",0.333333333333333,"Risk3"
"credit cards payoff",0.166666666666667,"Risk3"
"credit cards payoff loan",0,"Risk1"
"credit cards payoff/business investment",0,"Risk1"
"credit cards refi",0,"Risk1"
"credit cards refinance",0.333333333333333,"Risk3"
"credit cards refinance loan",1,"Risk3"
"credit cards stink remember that!",1,"Risk3"
"credit cards suck",0,"Risk1"
"credit cards, loans refinance home repa",0,"Risk1"
"credit cards,car loan",0,"Risk1"
"credit cards/home improvement",0,"Risk1"
"credit cards/wedding",0,"Risk1"
"credit cards/wedding/irs",1,"Risk3"
"credit clean",0,"Risk1"
"credit combo",0,"Risk1"
"credit consildation",0,"Risk1"
"credit conslodation",0,"Risk1"
"credit consol",1,"Risk3"
"credit consol and truck fix",1,"Risk3"
"credit consoldation",0,"Risk1"
"credit consolidate",0,"Risk1"
"credit consolidation",0.162162162162162,"Risk3"
"credit consolidation for future",0,"Risk1"
"credit consolidation loan",0,"Risk1"
"credit consolidation prior to college",0,"Risk1"
"credit consolidation sept 2010",0,"Risk1"
"credit consolidation sought",0,"Risk1"
"credit consolidaton",0,"Risk1"
"credit consolidator",0,"Risk1"
"credit consolitation",0,"Risk1"
"credit control",0,"Risk1"
"credit crunch got me need to consolidate",0,"Risk1"
"credit cycle",0,"Risk1"
"credit debt",0.142857142857143,"Risk3"
"credit debt & school loan consolidation",1,"Risk3"
"credit debt consolidation",0,"Risk1"
"credit debt consolidation = freedom",0,"Risk1"
"credit debt consolidation loan",0.333333333333333,"Risk3"
"credit debt elimination",0,"Risk1"
"credit debt relief",0,"Risk1"
"credit debt solution",1,"Risk3"
"credit dept",0,"Risk1"
"credit fix",0.666666666666667,"Risk3"
"credit free",0.5,"Risk3"
"credit freedom",1,"Risk3"
"credit freedom loan",0,"Risk1"
"credit freedom!",1,"Risk3"
"credit help",0,"Risk1"
"credit home improvement",0,"Risk1"
"credit improvement",0,"Risk1"
"credit liberator",0,"Risk1"
"credit line",0,"Risk1"
"credit loan",0.148148148148148,"Risk3"
"credit lump payment",0,"Risk1"
"credit pay down",0,"Risk1"
"credit pay off",0.25,"Risk3"
"credit paydown",0,"Risk1"
"credit payment",0,"Risk1"
"credit payment loan",0,"Risk1"
"credit payments",0,"Risk1"
"credit payoff",0.142857142857143,"Risk3"
"credit re-fi",0,"Risk1"
"credit rebuilding fresh start loan",0,"Risk1"
"credit reduction",0,"Risk1"
"credit refi",0,"Risk1"
"credit refinance",0.318181818181818,"Risk3"
"credit refinance 2013",0,"Risk1"
"credit refinance and home improvement",0,"Risk1"
"credit refinance dec 2012",0,"Risk1"
"credit refinance loan",0,"Risk1"
"credit refinancing",0.142857142857143,"Risk3"
"credit refinancing loan",0.5,"Risk3"
"credit refinancing pleeze!",0,"Risk1"
"credit rehab",0,"Risk1"
"credit rejuvenation",0,"Risk1"
"credit relief",0.25,"Risk3"
"credit repay",0,"Risk1"
"credit repayment",0,"Risk1"
"credit repayment loan",0,"Risk1"
"credit wise and on time",0,"Risk1"
"credit-bustin' apr reducin' debtcon loan",0,"Risk1"
"credit-repay",0,"Risk1"
"credit-student-loan",0,"Risk1"
"credit.card",0,"Risk1"
"credit/driveway",0,"Risk1"
"credit_card",0.2,"Risk3"
"credit_card_refinance",0,"Risk1"
"credit_consolidation",0,"Risk1"
"creditcard",0.285714285714286,"Risk3"
"creditcard consolidation",0,"Risk1"
"creditcard det",0,"Risk1"
"creditcard loan",0,"Risk1"
"creditcard pay down",0,"Risk1"
"creditcard pay off",1,"Risk3"
"creditcard payment",0,"Risk1"
"creditcard payoff",0,"Risk1"
"creditcard payoff loan",0,"Risk1"
"creditcard payoffs",0,"Risk1"
"creditcard-house repair",1,"Risk3"
"creditcard/medicalbill",0,"Risk1"
"creditcard1",0,"Risk1"
"creditcardcombine",1,"Risk3"
"creditcardconsolidate",0,"Risk1"
"creditcardconsolidation",0.5,"Risk3"
"creditcardconsolidation/cardownpayment",0,"Risk1"
"creditcarddown",0,"Risk1"
"creditcardelimination",0,"Risk1"
"creditcardloan",0.5,"Risk3"
"creditcardpaydown",0,"Risk1"
"creditcardpayoff",0,"Risk1"
"creditcardpayoffhomepurch&remodloan",0,"Risk1"
"creditcardrefi",0,"Risk1"
"creditcardrefinance",0.666666666666667,"Risk3"
"creditcards",0.2,"Risk3"
"creditcardsgone",0,"Risk1"
"creditcardsrdumb",0,"Risk1"
"creditciti",0,"Risk1"
"creditclear",0,"Risk1"
"creditconsolidation",1,"Risk3"
"creditconsolidation and payoff",0,"Risk1"
"creditdebtloan",0,"Risk1"
"creditdebtzero",0,"Risk1"
"creditelimination",0,"Risk1"
"credithelp",0,"Risk1"
"creditloan",0,"Risk1"
"credito",0,"Risk1"
"creditor",0,"Risk1"
"creditpayoffs",0,"Risk1"
"creditrefiloan",0,"Risk1"
"creditrefinance",0,"Risk1"
"credits",0.5,"Risk3"
"credt card consolidation",1,"Risk3"
"credt card debt",0,"Risk1"
"credt card payoff",0,"Risk1"
"credt card refinance",0,"Risk1"
"credt card refinancing",0,"Risk1"
"creid card refinance loan",0,"Risk1"
"creidt card debt cancellation",0,"Risk1"
"creit card refinance",0,"Risk1"
"cridet card finance",1,"Risk3"
"crisol",0,"Risk1"
"cross country move",0,"Risk1"
"cross-country move for new high-end job",0,"Risk1"
"cruiser",0,"Risk1"
"cruisin",0,"Risk1"
"crush my credit card",1,"Risk3"
"crushing high interest credit cards",0,"Risk1"
"curb appeal",0,"Risk1"
"cushion money",0,"Risk1"
"cut credit card debit",0,"Risk1"
"cut down debt and get a game room : )",1,"Risk3"
"cut high rate accounts",0,"Risk1"
"cut my debt",0,"Risk1"
"cut my interest rates in half!",0,"Risk1"
"cut the cards",0,"Risk1"
"cut um up",0,"Risk1"
"cut up all cards looking 2 get debt free",1,"Risk3"
"cut up the cards",0,"Risk1"
"cut up the credit cards!",0,"Risk1"
"cutlass",0,"Risk1"
"cutting debt",0,"Risk1"
"cutting up credit cards",0,"Risk1"
"cutting up the plastic",0,"Risk1"
"cycle loan",0,"Risk1"
"cyclist in need of a new ride!",0,"Risk1"
"d personal",0,"Risk1"
"d.c. loan",0,"Risk1"
"dack loan requet",0,"Risk1"
"dakota",0,"Risk1"
"dale loan",0,"Risk1"
"damage repair",0,"Risk1"
"dan personal",0,"Risk1"
"dan's loan",0,"Risk1"
"dan's personal loan",0,"Risk1"
"dang",0,"Risk1"
"daniel defense",0,"Risk1"
"daniel defense loan",0,"Risk1"
"daniel defense rifle",0,"Risk1"
"daniel's medical",0,"Risk1"
"daniels defense",0,"Risk1"
"dar's loan 2",0,"Risk1"
"darren's consolidation",1,"Risk3"
"daughter",0,"Risk1"
"daughter's christmas",0,"Risk1"
"daughter's hosptial visit",0,"Risk1"
"daughters wedding",0,"Risk1"
"david",0,"Risk1"
"dbt conso",0,"Risk1"
"dbt consolidation",0,"Risk1"
"dc",0,"Risk1"
"dc loan",0.285714285714286,"Risk3"
"dc1",0,"Risk1"
"dc_loan",0,"Risk1"
"dcl",0,"Risk1"
"dcloan",0,"Risk1"
"dconsolidation",1,"Risk3"
"deal",0,"Risk1"
"dealing with debt",1,"Risk3"
"dean",1,"Risk3"
"dean's debt",0,"Risk1"
"death to debt",0,"Risk1"
"death to my debt",0,"Risk1"
"deb con",0,"Risk1"
"deb consolidation",0,"Risk1"
"deb consolidation loan",0,"Risk1"
"debcon",0,"Risk1"
"debet consolidation",0,"Risk1"
"debit",0.142857142857143,"Risk3"
"debit consalidataion",0,"Risk1"
"debit consladtion",0,"Risk1"
"debit consol",0,"Risk1"
"debit consol loan",0,"Risk1"
"debit consoladation",0,"Risk1"
"debit consolidation",0.193548387096774,"Risk3"
"debit consolidation / refinance",0,"Risk1"
"debit consolidation loan",1,"Risk3"
"debit consolidation pay off plan",0,"Risk1"
"debit consolidation/ financial freedom",0,"Risk1"
"debit elimination",0,"Risk1"
"debit free",0,"Risk1"
"debit loan",0,"Risk1"
"debit relief",1,"Risk3"
"debitconsolidation",0,"Risk1"
"debits gone",0,"Risk1"
"debt",0.15606936416185,"Risk3"
"debt  consolidation",0.333333333333333,"Risk3"
"debt  free in 3 years",0,"Risk1"
"debt  pay off",0,"Risk1"
"debt & home improvement",0.5,"Risk3"
"debt & medical",0,"Risk1"
"debt & others",0,"Risk1"
"debt - consolidation",1,"Risk3"
"debt - payoff high interest with low",0,"Risk1"
"debt / credit cards",0,"Risk1"
"debt 1",0,"Risk1"
"debt 101",1,"Risk3"
"debt 11",0,"Risk1"
"debt 2",0,"Risk1"
"debt 2013",0,"Risk1"
"debt 401k",0,"Risk1"
"debt abatement",0,"Risk1"
"debt an personal",1,"Risk3"
"debt and credit card consolidation",0,"Risk1"
"debt and credit card reduction",1,"Risk3"
"debt and credit refi",1,"Risk3"
"debt and home improv.",0,"Risk1"
"debt and home improvement",1,"Risk3"
"debt and home repair",0,"Risk1"
"debt and major purchase consolidation",0,"Risk1"
"debt and medical bill consolidation",0,"Risk1"
"debt and medical bills",1,"Risk3"
"debt and personal loan consolidation",0,"Risk1"
"debt away",0,"Risk1"
"debt b gone",0,"Risk1"
"debt be gone",0.166666666666667,"Risk3"
"debt be gone!",0,"Risk1"
"debt blaster",0,"Risk1"
"debt breaker",0,"Risk1"
"debt bundle",0,"Risk1"
"debt bundler",0,"Risk1"
"debt buster",0.25,"Risk3"
"debt buster-freedom from banks",1,"Risk3"
"debt c",0,"Risk1"
"debt cc",1,"Risk3"
"debt clean-up",0,"Risk1"
"debt cleanup",0.5,"Risk3"
"debt cleanup from spoiling 3 daughters",0,"Risk1"
"debt clear",0,"Risk1"
"debt clearance",0,"Risk1"
"debt clearing",0,"Risk1"
"debt co",0.5,"Risk3"
"debt cobsolidation loan",0,"Risk1"
"debt con",0.157894736842105,"Risk3"
"debt con 2013",1,"Risk3"
"debt con.",0,"Risk1"
"debt con. and vacation",0,"Risk1"
"debt concolidation",0.5,"Risk3"
"debt condolidation",0,"Risk1"
"debt condolidation loan",1,"Risk3"
"debt condsal",1,"Risk3"
"debt conladation",0,"Risk1"
"debt connsolidation",0,"Risk1"
"debt conolidation",0.5,"Risk3"
"debt cons",0.222222222222222,"Risk3"
"debt cons loan",0,"Risk1"
"debt cons.",0.111111111111111,"Risk3"
"debt cons. & home",0,"Risk1"
"debt consal",0,"Risk1"
"debt consalidation",0.333333333333333,"Risk3"
"debt consaol",0,"Risk1"
"debt consid",0,"Risk1"
"debt considation",0.25,"Risk3"
"debt considation loan",0,"Risk1"
"debt consil",0,"Risk1"
"debt consiladation",1,"Risk3"
"debt consiladtion/savings",0,"Risk1"
"debt consildation",0.2,"Risk3"
"debt consildation and home improvement",0,"Risk1"
"debt consilidate-credit card",0,"Risk1"
"debt consilidation",0.25,"Risk3"
"debt consilidation payoff plan",0,"Risk1"
"debt consl",0,"Risk1"
"debt conslidation",0.25,"Risk3"
"debt conslidation to pay off credit card",0,"Risk1"
"debt conso",0,"Risk1"
"debt conso/hm improvs",0,"Risk1"
"debt consodidation / wedding",0,"Risk1"
"debt consoidation",0,"Risk1"
"debt consoidation loan",0,"Risk1"
"debt consoildation",0,"Risk1"
"debt consol",0.142857142857143,"Risk3"
"debt consol 2",1,"Risk3"
"debt consol loan",0,"Risk1"
"debt consol.",0,"Risk1"
"debt consol/",0,"Risk1"
"debt consol/credit card payoff",1,"Risk3"
"debt consoladate",1,"Risk3"
"debt consoladation",0.25,"Risk3"
"debt consolation",0,"Risk1"
"debt consoldate",1,"Risk3"
"debt consoldatioin",0,"Risk1"
"debt consoldation",0.5,"Risk3"
"debt consoldiation",1,"Risk3"
"debt consoldidation",0,"Risk1"
"debt consoldtion",0,"Risk1"
"debt console",0,"Risk1"
"debt consoledation",0,"Risk1"
"debt consoliation",1,"Risk3"
"debt consolication",0,"Risk1"
"debt consolid",0,"Risk1"
"debt consolidaiton",0,"Risk1"
"debt consolidat high interest credit",0,"Risk1"
"debt consolidate",0.208333333333333,"Risk3"
"debt consolidate loan",0,"Risk1"
"debt consolidate!",0,"Risk1"
"debt consolidate/home repair",0,"Risk1"
"debt consolidated",0.2,"Risk3"
"debt consolidated loan",0,"Risk1"
"debt consolidater",0,"Risk1"
"debt consolidatin",0,"Risk1"
"debt consolidatin loan",0,"Risk1"
"debt consolidating",0.5,"Risk3"
"debt consolidatino",0,"Risk1"
"debt consolidatio",1,"Risk3"
"debt consolidatiom",0,"Risk1"
"debt consolidation",0.138162147188278,"Risk3"
"debt consolidation #2",0,"Risk1"
"debt consolidation & home improvement",0.333333333333333,"Risk3"
"debt consolidation & rate reduction loan",0,"Risk1"
"debt consolidation & refinancing",0,"Risk1"
"debt consolidation (cc, auto, laptop)",0,"Risk1"
"debt consolidation (get out from under citi)",0,"Risk1"
"debt consolidation (medical bills)",0,"Risk1"
"debt consolidation (wedding, house, ect)",0,"Risk1"
"debt consolidation + funeral expenses",1,"Risk3"
"debt consolidation -",0,"Risk1"
"debt consolidation - 2nd home purchase",0,"Risk1"
"debt consolidation - all credit",0,"Risk1"
"debt consolidation - cc",0,"Risk1"
"debt consolidation - credit cards",0,"Risk1"
"debt consolidation - credited borrower",0,"Risk1"
"debt consolidation - growing up",0,"Risk1"
"debt consolidation - last time",0,"Risk1"
"debt consolidation - lower rate",0,"Risk1"
"debt consolidation - pay off in 7 months",1,"Risk3"
"debt consolidation - payoff",1,"Risk3"
"debt consolidation - reduced payments",0,"Risk1"
"debt consolidation - various expenses",0,"Risk1"
"debt consolidation - wedding/credit card",0,"Risk1"
"debt consolidation / business investment",0,"Risk1"
"debt consolidation / car repair",1,"Risk3"
"debt consolidation / home improvement",0,"Risk1"
"debt consolidation / house down payment",0,"Risk1"
"debt consolidation 1",0,"Risk1"
"debt consolidation 10/19/2010",0,"Risk1"
"debt consolidation 11-2012",0,"Risk1"
"debt consolidation 2",0,"Risk1"
"debt consolidation 2012",0.333333333333333,"Risk3"
"debt consolidation 2013",0.285714285714286,"Risk3"
"debt consolidation 3 yr payoff",0,"Risk1"
"debt consolidation and business",1,"Risk3"
"debt consolidation and car loan",0,"Risk1"
"debt consolidation and finish master bed",0,"Risk1"
"debt consolidation and home improvement",0.75,"Risk3"
"debt consolidation and home improvments",0,"Risk1"
"debt consolidation and home refurnishing",0,"Risk1"
"debt consolidation and home renovation",0,"Risk1"
"debt consolidation and home repair",0.5,"Risk3"
"debt consolidation and home repair loan",1,"Risk3"
"debt consolidation and lower interest",0,"Risk1"
"debt consolidation and new baby loan",0,"Risk1"
"debt consolidation and payoff",0,"Risk1"
"debt consolidation and purchase",0,"Risk1"
"debt consolidation and reduce expenses",0,"Risk1"
"debt consolidation and refinance",0,"Risk1"
"debt consolidation and refinancing",0,"Risk1"
"debt consolidation and staying debt free",0,"Risk1"
"debt consolidation and taxes",0,"Risk1"
"debt consolidation and used car",0,"Risk1"
"debt consolidation and vehicle repair",0,"Risk1"
"debt consolidation at a low rate!",0,"Risk1"
"debt consolidation at lower rate!",0,"Risk1"
"debt consolidation at lower rates",0,"Risk1"
"debt consolidation attempt 2",0,"Risk1"
"debt consolidation before 2011",0,"Risk1"
"debt consolidation better rate",1,"Risk3"
"debt consolidation cc",0,"Risk1"
"debt consolidation daughter wedding",0,"Risk1"
"debt consolidation december 2012",0,"Risk1"
"debt consolidation desired!",0,"Risk1"
"debt consolidation early repayment",1,"Risk3"
"debt consolidation excellent credit loan",0,"Risk1"
"debt consolidation for a brighter future",0,"Risk1"
"debt consolidation for a fresh start",0,"Risk1"
"debt consolidation for a peaceful living",0,"Risk1"
"debt consolidation for better life",0,"Risk1"
"debt consolidation for home improvements",1,"Risk3"
"debt consolidation for lower apr",0,"Risk1"
"debt consolidation for lower insurance",0,"Risk1"
"debt consolidation for new home",1,"Risk3"
"debt consolidation for organization",0,"Risk1"
"debt consolidation for servicemember",0,"Risk1"
"debt consolidation for son.",0,"Risk1"
"debt consolidation from grad school days",0,"Risk1"
"debt consolidation from nursing school",0,"Risk1"
"debt consolidation funds",0,"Risk1"
"debt consolidation help",0.25,"Risk3"
"debt consolidation into 1 lower payment",0,"Risk1"
"debt consolidation jan 2011",1,"Risk3"
"debt consolidation load",0.166666666666667,"Risk3"
"debt consolidation loan",0.168650793650794,"Risk3"
"debt consolidation loan 1",0,"Risk1"
"debt consolidation loan 2",0,"Risk1"
"debt consolidation loan for solid earner",0,"Risk1"
"debt consolidation loan request",0,"Risk1"
"debt consolidation loan.",0,"Risk1"
"debt consolidation loan01",0,"Risk1"
"debt consolidation lower % rate",0,"Risk1"
"debt consolidation needed",0,"Risk1"
"debt consolidation no brainer",0,"Risk1"
"debt consolidation no more cards",0,"Risk1"
"debt consolidation nov10",0,"Risk1"
"debt consolidation of credit card debt",1,"Risk3"
"debt consolidation of high interest card",0,"Risk1"
"debt consolidation of high interest cc",0,"Risk1"
"debt consolidation of high rate cards",0,"Risk1"
"debt consolidation on back taxes",0,"Risk1"
"debt consolidation payoff",1,"Risk3"
"debt consolidation payoff credit cards",0,"Risk1"
"debt consolidation phase ii",0,"Risk1"
"debt consolidation plan",0,"Risk1"
"debt consolidation quicker payoff.",0,"Risk1"
"debt consolidation refinance",0,"Risk1"
"debt consolidation request",0,"Risk1"
"debt consolidation savings of $225 mo",0,"Risk1"
"debt consolidation streamline loan",0,"Risk1"
"debt consolidation texas",0,"Risk1"
"debt consolidation to a lower apr",0,"Risk1"
"debt consolidation to become debt free",0,"Risk1"
"debt consolidation to freedom",1,"Risk3"
"debt consolidation to improve life",0,"Risk1"
"debt consolidation to lower interest",0,"Risk1"
"debt consolidation to protect my credit",1,"Risk3"
"debt consolidation while selling asset",0,"Risk1"
"debt consolidation with better rate",0,"Risk1"
"debt consolidation!",0,"Risk1"
"debt consolidation, thank-you",0,"Risk1"
"debt consolidation,credit card refinance",0,"Risk1"
"debt consolidation-credit clean up loan",0,"Risk1"
"debt consolidation-fresh start",0,"Risk1"
"debt consolidation-medical",1,"Risk3"
"debt consolidation-reduce payments!",0,"Risk1"
"debt consolidation-restructuring",0,"Risk1"
"debt consolidation.",0,"Risk1"
"debt consolidation...",0,"Risk1"
"debt consolidation/ car fixing",1,"Risk3"
"debt consolidation/ house repairs",0,"Risk1"
"debt consolidation/ kitchen update",0,"Risk1"
"debt consolidation/capital",0,"Risk1"
"debt consolidation/credit card",0,"Risk1"
"debt consolidation/eraser",0,"Risk1"
"debt consolidation/furniture & appliance",0,"Risk1"
"debt consolidation/home improvement",0.25,"Risk3"
"debt consolidation/home remodel",0,"Risk1"
"debt consolidation/home repair",0,"Risk1"
"debt consolidation/lawn tractor",0,"Risk1"
"debt consolidation/looking to the future",1,"Risk3"
"debt consolidation/medical expenses",0,"Risk1"
"debt consolidation/new roof!",0,"Risk1"
"debt consolidation/purchase of new home",1,"Risk3"
"debt consolidation/reduction",0,"Risk1"
"debt consolidation/secure investment",0,"Risk1"
"debt consolidation/wedding",0,"Risk1"
"debt consolidation/wedding down payment",0,"Risk1"
"debt consolidation: family medical",0,"Risk1"
"debt consolidation: rebuild",0,"Risk1"
"debt consolidationloan",0,"Risk1"
"debt consolidations",0.2,"Risk3"
"debt consolidatoin",0,"Risk1"
"debt consolidator",0,"Risk1"
"debt consolidatrion",0,"Risk1"
"debt consolidattion",0,"Risk1"
"debt consolidition",0,"Risk1"
"debt consolidsation",0,"Risk1"
"debt consolidte",0,"Risk1"
"debt consolidtion",0,"Risk1"
"debt consolilation",0,"Risk1"
"debt consolitation",0,"Risk1"
"debt consolitdation",0,"Risk1"
"debt consollidation",0,"Risk1"
"debt consolo",0,"Risk1"
"debt consolodatin",1,"Risk3"
"debt consolodation",0.0645161290322581,"Risk3"
"debt consolodation loan",0,"Risk1"
"debt consolodation/ home improvement",0,"Risk1"
"debt consolodiation",1,"Risk3"
"debt consoludation",0,"Risk1"
"debt consonlidation",0,"Risk1"
"debt consul",0,"Risk1"
"debt consulidation",0,"Risk1"
"debt control",0,"Risk1"
"debt control and refi",0,"Risk1"
"debt cosilidation",0,"Risk1"
"debt cosolidation",0.166666666666667,"Risk3"
"debt cosolidation load",1,"Risk3"
"debt cosolidation loan",0,"Risk1"
"debt cosolodation",0,"Risk1"
"debt cruncher",0,"Risk1"
"debt crusher",1,"Risk3"
"debt decimation",0,"Risk1"
"debt destroyer",0,"Risk1"
"debt diet",0,"Risk1"
