"x1","home_is_rent","grade","risco_zip_code_bin","default","dti_disc","installment_disc","last_fico_range_high_disc","loan_amnt_disc","mo_sin_old_rev_tl_op_disc","annual_inc_disc","fico_range_low_disc"
193468,"no","C","Risk1","no","(17.6,23.8]","[23.4,266]","(624,689]","[1e+03,1e+04]","(120,168]","(6.5e+04,9e+04]","(670,685]"
220652,"no","C","Risk2","no","[0,12]","[23.4,266]","(689,734]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(705,845]"
60967,"no","B","Risk3","no","(23.8,40]","[23.4,266]","(689,734]","[1e+03,1e+04]","(234,842]","(9e+04,7.5e+06]","(685,705]"
114124,"no","D","Risk2","yes","(12,17.6]","(266,384]","[0,624]","(1e+04,1.76e+04]","(120,168]","(6.5e+04,9e+04]","[660,670]"
97615,"no","B","Risk3","yes","(12,17.6]","(266,384]","(734,850]","(1e+04,1.76e+04]","(120,168]","(4.54e+04,6.5e+04]","(670,685]"
79129,"yes","C","Risk2","no","(12,17.6]","(266,384]","(624,689]","[1e+03,1e+04]","[3,120]","(9e+04,7.5e+06]","[660,670]"
170922,"no","F","Risk1","no","(17.6,23.8]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(120,168]","(6.5e+04,9e+04]","(685,705]"
80042,"yes","C","Risk2","no","(12,17.6]","(266,384]","(689,734]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
23987,"no","A","Risk2","no","(17.6,23.8]","(266,384]","(689,734]","[1e+03,1e+04]","(168,234]","(6.5e+04,9e+04]","(670,685]"
36786,"no","D","Risk1","no","(12,17.6]","[23.4,266]","(624,689]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","(670,685]"
178579,"yes","C","Risk2","yes","[0,12]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","(4.54e+04,6.5e+04]","[660,670]"
192031,"yes","B","Risk2","no","(12,17.6]","(384,579]","[0,624]","(1.76e+04,3.5e+04]","(120,168]","[3e+03,4.54e+04]","(685,705]"
7170,"yes","E","Risk1","yes","(23.8,40]","(384,579]","[0,624]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
10618,"no","A","Risk1","yes","(17.6,23.8]","[23.4,266]","[0,624]","[1e+03,1e+04]","(234,842]","[3e+03,4.54e+04]","(705,845]"
2984,"no","B","Risk3","no","(17.6,23.8]","(266,384]","(734,850]","(1e+04,1.76e+04]","(120,168]","(4.54e+04,6.5e+04]","(685,705]"
102808,"yes","F","Risk1","yes","(23.8,40]","(266,384]","(624,689]","[1e+03,1e+04]","(120,168]","(4.54e+04,6.5e+04]","(670,685]"
15329,"no","C","Risk2","no","(12,17.6]","[23.4,266]","(624,689]","[1e+03,1e+04]","(120,168]","(4.54e+04,6.5e+04]","[660,670]"
212493,"yes","A","Risk1","no","(17.6,23.8]","(384,579]","(624,689]","(1e+04,1.76e+04]","[3,120]","(6.5e+04,9e+04]","(685,705]"
173328,"no","A","Risk2","no","(12,17.6]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","(705,845]"
130754,"no","B","Risk2","no","(17.6,23.8]","[23.4,266]","(689,734]","[1e+03,1e+04]","(120,168]","(6.5e+04,9e+04]","(685,705]"
10319,"no","C","Risk3","no","[0,12]","(384,579]","(734,850]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","[660,670]"
56801,"no","B","Risk3","no","(12,17.6]","[23.4,266]","(624,689]","[1e+03,1e+04]","[3,120]","(4.54e+04,6.5e+04]","(705,845]"
234608,"yes","C","Risk1","no","[0,12]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","(670,685]"
235587,"no","C","Risk1","no","(17.6,23.8]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(234,842]","(6.5e+04,9e+04]","(670,685]"
46837,"no","C","Risk3","no","[0,12]","(384,579]","(689,734]","(1.76e+04,3.5e+04]","[3,120]","(6.5e+04,9e+04]","[660,670]"
182581,"no","C","Risk2","no","(17.6,23.8]","(266,384]","(689,734]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(705,845]"
58510,"yes","B","Risk3","no","(23.8,40]","[23.4,266]","(689,734]","[1e+03,1e+04]","(120,168]","[3e+03,4.54e+04]","(685,705]"
188118,"yes","C","Risk1","no","(12,17.6]","(266,384]","(689,734]","(1e+04,1.76e+04]","(120,168]","(4.54e+04,6.5e+04]","(685,705]"
208503,"no","A","Risk3","no","(23.8,40]","(266,384]","(689,734]","[1e+03,1e+04]","(234,842]","(4.54e+04,6.5e+04]","(705,845]"
32430,"no","D","Risk2","no","(17.6,23.8]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(120,168]","(9e+04,7.5e+06]","(685,705]"
88840,"yes","D","Risk3","no","(12,17.6]","(266,384]","(689,734]","[1e+03,1e+04]","[3,120]","(4.54e+04,6.5e+04]","[660,670]"
198237,"no","D","Risk2","no","(12,17.6]","(266,384]","(624,689]","(1e+04,1.76e+04]","(168,234]","(9e+04,7.5e+06]","[660,670]"
185424,"no","E","Risk1","no","(12,17.6]","(384,579]","(624,689]","(1.76e+04,3.5e+04]","(120,168]","(4.54e+04,6.5e+04]","(685,705]"
102520,"no","F","Risk3","no","(17.6,23.8]","(266,384]","(689,734]","[1e+03,1e+04]","(120,168]","(6.5e+04,9e+04]","(685,705]"
25803,"no","E","Risk3","yes","(23.8,40]","(266,384]","[0,624]","(1e+04,1.76e+04]","(234,842]","[3e+03,4.54e+04]","[660,670]"
217669,"no","D","Risk1","no","[0,12]","(266,384]","(689,734]","(1e+04,1.76e+04]","(168,234]","(9e+04,7.5e+06]","(685,705]"
14897,"yes","D","Risk2","no","(23.8,40]","[23.4,266]","(624,689]","[1e+03,1e+04]","(120,168]","(4.54e+04,6.5e+04]","(685,705]"
148576,"no","A","Risk1","no","(17.6,23.8]","(266,384]","(689,734]","[1e+03,1e+04]","(168,234]","(6.5e+04,9e+04]","(705,845]"
4642,"yes","E","Risk2","no","(23.8,40]","[23.4,266]","(734,850]","[1e+03,1e+04]","(120,168]","[3e+03,4.54e+04]","[660,670]"
36885,"no","A","Risk3","yes","(12,17.6]","[23.4,266]","(624,689]","[1e+03,1e+04]","(234,842]","(4.54e+04,6.5e+04]","(705,845]"
59534,"yes","B","Risk2","no","(12,17.6]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","[660,670]"
97215,"yes","D","Risk2","no","(23.8,40]","(266,384]","(689,734]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
72698,"yes","D","Risk1","no","(23.8,40]","(266,384]","[0,624]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(685,705]"
131473,"no","B","Risk3","no","(12,17.6]","(266,384]","(689,734]","(1e+04,1.76e+04]","(234,842]","[3e+03,4.54e+04]","(705,845]"
97251,"yes","C","Risk2","no","[0,12]","(266,384]","(734,850]","(1e+04,1.76e+04]","(120,168]","[3e+03,4.54e+04]","(685,705]"
198163,"no","D","Risk2","yes","(12,17.6]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(120,168]","(9e+04,7.5e+06]","(670,685]"
69498,"no","C","Risk1","no","(23.8,40]","(384,579]","(734,850]","(1e+04,1.76e+04]","[3,120]","(4.54e+04,6.5e+04]","(685,705]"
230707,"yes","B","Risk1","no","(12,17.6]","(384,579]","(734,850]","(1e+04,1.76e+04]","(168,234]","(9e+04,7.5e+06]","[660,670]"
139285,"yes","D","Risk2","no","(23.8,40]","(266,384]","(624,689]","(1e+04,1.76e+04]","(234,842]","[3e+03,4.54e+04]","(705,845]"
100254,"no","C","Risk2","no","(12,17.6]","(266,384]","(734,850]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","(670,685]"
73361,"yes","B","Risk1","no","(23.8,40]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(168,234]","(4.54e+04,6.5e+04]","[660,670]"
157341,"no","D","Risk1","no","(17.6,23.8]","(384,579]","[0,624]","(1e+04,1.76e+04]","(120,168]","(4.54e+04,6.5e+04]","(670,685]"
141307,"no","C","Risk1","no","(12,17.6]","(266,384]","(734,850]","(1e+04,1.76e+04]","(168,234]","(9e+04,7.5e+06]","(705,845]"
64903,"yes","B","Risk3","no","(23.8,40]","[23.4,266]","(689,734]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","(705,845]"
115699,"no","D","Risk2","no","(23.8,40]","(384,579]","(624,689]","(1.76e+04,3.5e+04]","[3,120]","(4.54e+04,6.5e+04]","(670,685]"
141500,"no","B","Risk2","no","(12,17.6]","(266,384]","(624,689]","(1e+04,1.76e+04]","(120,168]","(9e+04,7.5e+06]","(685,705]"
23251,"yes","A","Risk1","no","(12,17.6]","[23.4,266]","(734,850]","[1e+03,1e+04]","(234,842]","[3e+03,4.54e+04]","(705,845]"
206267,"no","A","Risk2","no","[0,12]","(384,579]","(734,850]","(1e+04,1.76e+04]","(234,842]","(4.54e+04,6.5e+04]","(705,845]"
197628,"yes","C","Risk1","no","(17.6,23.8]","(384,579]","(689,734]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(705,845]"
82313,"no","A","Risk2","no","[0,12]","[23.4,266]","(734,850]","[1e+03,1e+04]","(120,168]","(6.5e+04,9e+04]","(705,845]"
98509,"no","B","Risk1","no","[0,12]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","(685,705]"
220819,"no","A","Risk1","no","[0,12]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(120,168]","(9e+04,7.5e+06]","(685,705]"
26801,"no","E","Risk2","no","(12,17.6]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(168,234]","(6.5e+04,9e+04]","[660,670]"
89811,"yes","B","Risk1","no","(12,17.6]","[23.4,266]","(689,734]","[1e+03,1e+04]","[3,120]","(6.5e+04,9e+04]","[660,670]"
89629,"no","E","Risk1","no","[0,12]","(579,1.41e+03]","[0,624]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","[660,670]"
65129,"no","E","Risk2","no","(23.8,40]","[23.4,266]","(624,689]","[1e+03,1e+04]","(234,842]","[3e+03,4.54e+04]","[660,670]"
80778,"no","C","Risk3","yes","(17.6,23.8]","(384,579]","[0,624]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","(670,685]"
235506,"yes","C","Risk2","no","(23.8,40]","(384,579]","(624,689]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
79316,"yes","C","Risk3","no","(12,17.6]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","(685,705]"
44959,"no","E","Risk2","yes","(23.8,40]","(266,384]","[0,624]","(1e+04,1.76e+04]","(234,842]","[3e+03,4.54e+04]","(685,705]"
42700,"yes","D","Risk1","no","(17.6,23.8]","(266,384]","[0,624]","(1e+04,1.76e+04]","(234,842]","(6.5e+04,9e+04]","(685,705]"
49114,"yes","A","Risk2","no","(12,17.6]","[23.4,266]","(689,734]","[1e+03,1e+04]","(120,168]","(4.54e+04,6.5e+04]","(705,845]"
176870,"yes","C","Risk2","no","(17.6,23.8]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","[660,670]"
71669,"no","C","Risk1","no","(12,17.6]","(384,579]","(734,850]","(1.76e+04,3.5e+04]","(234,842]","(4.54e+04,6.5e+04]","(670,685]"
67508,"no","B","Risk2","no","(23.8,40]","(384,579]","(734,850]","(1.76e+04,3.5e+04]","(234,842]","(6.5e+04,9e+04]","(705,845]"
175524,"no","D","Risk3","no","(12,17.6]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","(4.54e+04,6.5e+04]","[660,670]"
91953,"no","E","Risk2","no","(23.8,40]","(266,384]","(624,689]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","[660,670]"
78698,"no","E","Risk2","no","(17.6,23.8]","(384,579]","(624,689]","(1e+04,1.76e+04]","(234,842]","[3e+03,4.54e+04]","[660,670]"
46291,"no","B","Risk2","yes","(23.8,40]","[23.4,266]","[0,624]","[1e+03,1e+04]","(168,234]","(4.54e+04,6.5e+04]","(670,685]"
194798,"no","C","Risk2","no","(23.8,40]","(266,384]","(624,689]","[1e+03,1e+04]","(234,842]","[3e+03,4.54e+04]","[660,670]"
230918,"yes","D","Risk1","no","[0,12]","(384,579]","(689,734]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","[660,670]"
144478,"yes","B","Risk2","no","(17.6,23.8]","[23.4,266]","[0,624]","[1e+03,1e+04]","(120,168]","(6.5e+04,9e+04]","[660,670]"
151476,"no","C","Risk2","no","(12,17.6]","(384,579]","(624,689]","(1e+04,1.76e+04]","(234,842]","(9e+04,7.5e+06]","[660,670]"
170039,"no","B","Risk2","no","[0,12]","(266,384]","(734,850]","(1e+04,1.76e+04]","(234,842]","(4.54e+04,6.5e+04]","(705,845]"
166622,"no","D","Risk1","no","(23.8,40]","(266,384]","[0,624]","(1e+04,1.76e+04]","[3,120]","(4.54e+04,6.5e+04]","[660,670]"
92201,"yes","C","Risk2","no","(17.6,23.8]","[23.4,266]","(734,850]","[1e+03,1e+04]","(120,168]","(6.5e+04,9e+04]","[660,670]"
191470,"no","D","Risk3","yes","(17.6,23.8]","(384,579]","[0,624]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","[660,670]"
194153,"yes","D","Risk2","yes","(17.6,23.8]","[23.4,266]","[0,624]","[1e+03,1e+04]","(168,234]","(4.54e+04,6.5e+04]","(685,705]"
13868,"no","C","Risk3","no","(12,17.6]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(120,168]","(6.5e+04,9e+04]","(685,705]"
140171,"yes","D","Risk3","yes","(23.8,40]","(266,384]","[0,624]","(1e+04,1.76e+04]","(120,168]","[3e+03,4.54e+04]","(685,705]"
13939,"no","C","Risk3","no","(12,17.6]","(266,384]","[0,624]","[1e+03,1e+04]","(234,842]","[3e+03,4.54e+04]","[660,670]"
13604,"yes","C","Risk3","no","[0,12]","(266,384]","(624,689]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","(705,845]"
42590,"no","A","Risk1","no","(23.8,40]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(234,842]","(6.5e+04,9e+04]","(685,705]"
163231,"yes","D","Risk2","no","(12,17.6]","[23.4,266]","[0,624]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","[660,670]"
58410,"no","C","Risk2","no","(12,17.6]","(384,579]","(624,689]","(1.76e+04,3.5e+04]","(168,234]","(6.5e+04,9e+04]","(685,705]"
21299,"no","A","Risk2","no","[0,12]","(266,384]","(624,689]","(1e+04,1.76e+04]","(234,842]","(6.5e+04,9e+04]","(705,845]"
57646,"yes","B","Risk2","no","(12,17.6]","[23.4,266]","(689,734]","(1e+04,1.76e+04]","(234,842]","(4.54e+04,6.5e+04]","[660,670]"
99487,"no","B","Risk2","no","(23.8,40]","[23.4,266]","(689,734]","[1e+03,1e+04]","(120,168]","(6.5e+04,9e+04]","(705,845]"
32814,"no","D","Risk3","yes","[0,12]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","[3,120]","(6.5e+04,9e+04]","(705,845]"
155827,"yes","C","Risk2","yes","(23.8,40]","(384,579]","(624,689]","(1e+04,1.76e+04]","(168,234]","(4.54e+04,6.5e+04]","[660,670]"
62921,"no","B","Risk3","no","(17.6,23.8]","(384,579]","(624,689]","(1e+04,1.76e+04]","(120,168]","(6.5e+04,9e+04]","(705,845]"
3081,"no","D","Risk2","yes","[0,12]","[23.4,266]","[0,624]","[1e+03,1e+04]","(120,168]","(4.54e+04,6.5e+04]","[660,670]"
20595,"yes","B","Risk1","no","(23.8,40]","(266,384]","(624,689]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(685,705]"
219918,"yes","B","Risk1","no","(17.6,23.8]","(384,579]","(734,850]","(1e+04,1.76e+04]","(168,234]","[3e+03,4.54e+04]","(685,705]"
113295,"no","D","Risk2","no","(23.8,40]","(384,579]","(689,734]","(1.76e+04,3.5e+04]","(120,168]","(4.54e+04,6.5e+04]","[660,670]"
51702,"yes","B","Risk3","no","(23.8,40]","[23.4,266]","(689,734]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(705,845]"
192552,"no","C","Risk3","no","(23.8,40]","(384,579]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(4.54e+04,6.5e+04]","(705,845]"
88824,"yes","D","Risk2","no","[0,12]","[23.4,266]","(734,850]","[1e+03,1e+04]","(120,168]","(6.5e+04,9e+04]","(705,845]"
162299,"no","C","Risk1","no","[0,12]","[23.4,266]","(689,734]","[1e+03,1e+04]","(234,842]","[3e+03,4.54e+04]","[660,670]"
51444,"no","D","Risk3","no","[0,12]","(266,384]","[0,624]","[1e+03,1e+04]","[3,120]","(4.54e+04,6.5e+04]","[660,670]"
62596,"no","C","Risk2","yes","[0,12]","(266,384]","[0,624]","[1e+03,1e+04]","(120,168]","[3e+03,4.54e+04]","[660,670]"
4029,"no","C","Risk3","yes","(17.6,23.8]","(266,384]","(624,689]","(1e+04,1.76e+04]","(168,234]","(6.5e+04,9e+04]","(685,705]"
143643,"no","B","Risk3","no","[0,12]","(266,384]","(689,734]","(1e+04,1.76e+04]","(234,842]","(6.5e+04,9e+04]","(670,685]"
71287,"no","C","Risk2","no","[0,12]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","(705,845]"
77171,"yes","B","Risk2","yes","(23.8,40]","(266,384]","[0,624]","(1e+04,1.76e+04]","(168,234]","(6.5e+04,9e+04]","(670,685]"
80491,"no","B","Risk2","no","(17.6,23.8]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(120,168]","(6.5e+04,9e+04]","(705,845]"
9630,"yes","C","Risk3","no","(12,17.6]","[23.4,266]","(689,734]","[1e+03,1e+04]","(234,842]","(4.54e+04,6.5e+04]","[660,670]"
231060,"no","D","Risk3","no","[0,12]","(266,384]","(624,689]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","[660,670]"
148628,"yes","C","Risk1","no","(12,17.6]","(384,579]","(689,734]","(1.76e+04,3.5e+04]","(234,842]","(6.5e+04,9e+04]","[660,670]"
148621,"no","B","Risk3","no","[0,12]","[23.4,266]","(689,734]","[1e+03,1e+04]","(234,842]","(4.54e+04,6.5e+04]","[660,670]"
227775,"yes","B","Risk2","no","[0,12]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(705,845]"
186910,"yes","D","Risk3","no","(17.6,23.8]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","(685,705]"
100826,"no","B","Risk2","no","(23.8,40]","(384,579]","(734,850]","(1e+04,1.76e+04]","(120,168]","[3e+03,4.54e+04]","(705,845]"
185507,"no","B","Risk2","no","(12,17.6]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(4.54e+04,6.5e+04]","(705,845]"
117866,"no","D","Risk1","no","(12,17.6]","(266,384]","(624,689]","(1e+04,1.76e+04]","(168,234]","(6.5e+04,9e+04]","(685,705]"
111580,"yes","F","Risk3","no","(17.6,23.8]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","[660,670]"
192475,"no","D","Risk2","no","[0,12]","[23.4,266]","[0,624]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","(685,705]"
16542,"no","C","Risk1","no","(17.6,23.8]","(266,384]","[0,624]","[1e+03,1e+04]","(234,842]","[3e+03,4.54e+04]","[660,670]"
101339,"no","F","Risk1","no","[0,12]","[23.4,266]","(734,850]","[1e+03,1e+04]","(168,234]","(4.54e+04,6.5e+04]","[660,670]"
53700,"no","D","Risk2","no","(23.8,40]","(266,384]","[0,624]","(1e+04,1.76e+04]","(234,842]","[3e+03,4.54e+04]","[660,670]"
213186,"no","A","Risk2","no","(12,17.6]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(4.54e+04,6.5e+04]","(705,845]"
116263,"yes","B","Risk1","no","(17.6,23.8]","(266,384]","(734,850]","[1e+03,1e+04]","(120,168]","[3e+03,4.54e+04]","(685,705]"
151840,"no","B","Risk3","no","[0,12]","[23.4,266]","(734,850]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
115526,"no","C","Risk3","no","(23.8,40]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(234,842]","[3e+03,4.54e+04]","(685,705]"
211950,"no","B","Risk1","no","(23.8,40]","(384,579]","(624,689]","(1e+04,1.76e+04]","(234,842]","(6.5e+04,9e+04]","(705,845]"
53989,"no","E","Risk1","no","(12,17.6]","(266,384]","(689,734]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","[660,670]"
163912,"no","D","Risk2","yes","(12,17.6]","(384,579]","[0,624]","(1.76e+04,3.5e+04]","[3,120]","(4.54e+04,6.5e+04]","(685,705]"
156136,"yes","C","Risk2","yes","(23.8,40]","(266,384]","[0,624]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","[660,670]"
86898,"yes","A","Risk2","no","(23.8,40]","(384,579]","(689,734]","(1e+04,1.76e+04]","(120,168]","[3e+03,4.54e+04]","(705,845]"
202423,"yes","C","Risk2","yes","(23.8,40]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(168,234]","(6.5e+04,9e+04]","(670,685]"
24024,"no","A","Risk3","no","(17.6,23.8]","(384,579]","(734,850]","(1e+04,1.76e+04]","(168,234]","(4.54e+04,6.5e+04]","(705,845]"
52873,"yes","D","Risk2","no","(17.6,23.8]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(168,234]","(4.54e+04,6.5e+04]","(705,845]"
116397,"yes","A","Risk2","no","[0,12]","(266,384]","(689,734]","[1e+03,1e+04]","(234,842]","(9e+04,7.5e+06]","(670,685]"
213743,"no","B","Risk3","no","(17.6,23.8]","(266,384]","(689,734]","(1e+04,1.76e+04]","[3,120]","(4.54e+04,6.5e+04]","(705,845]"
83207,"yes","D","Risk2","no","(12,17.6]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(234,842]","(6.5e+04,9e+04]","(685,705]"
88959,"yes","G","Risk1","no","(17.6,23.8]","(384,579]","(624,689]","(1.76e+04,3.5e+04]","(120,168]","(4.54e+04,6.5e+04]","(670,685]"
45471,"yes","B","Risk2","no","(12,17.6]","(266,384]","(689,734]","[1e+03,1e+04]","(168,234]","(9e+04,7.5e+06]","[660,670]"
58779,"no","B","Risk2","yes","(23.8,40]","(384,579]","[0,624]","(1.76e+04,3.5e+04]","(234,842]","(4.54e+04,6.5e+04]","(705,845]"
157358,"yes","B","Risk1","no","(12,17.6]","(384,579]","(624,689]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
34973,"yes","B","Risk3","no","(17.6,23.8]","(384,579]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(4.54e+04,6.5e+04]","(670,685]"
136713,"no","C","Risk2","no","(12,17.6]","(384,579]","(689,734]","(1.76e+04,3.5e+04]","(120,168]","(4.54e+04,6.5e+04]","(685,705]"
69879,"no","A","Risk2","yes","(17.6,23.8]","(384,579]","(624,689]","(1e+04,1.76e+04]","(234,842]","(6.5e+04,9e+04]","(685,705]"
183593,"no","B","Risk2","no","(12,17.6]","(384,579]","(689,734]","(1e+04,1.76e+04]","[3,120]","(6.5e+04,9e+04]","(685,705]"
171631,"no","B","Risk1","no","(12,17.6]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(705,845]"
93744,"no","D","Risk2","no","(17.6,23.8]","(266,384]","[0,624]","[1e+03,1e+04]","(168,234]","(4.54e+04,6.5e+04]","[660,670]"
42502,"yes","D","Risk1","yes","(17.6,23.8]","(384,579]","[0,624]","(1.76e+04,3.5e+04]","(120,168]","(4.54e+04,6.5e+04]","[660,670]"
127885,"no","C","Risk1","no","(23.8,40]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(120,168]","(4.54e+04,6.5e+04]","(670,685]"
117561,"yes","A","Risk1","no","[0,12]","[23.4,266]","(734,850]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(685,705]"
171445,"no","B","Risk2","no","[0,12]","[23.4,266]","(624,689]","[1e+03,1e+04]","(168,234]","(4.54e+04,6.5e+04]","(670,685]"
88275,"no","C","Risk2","yes","(23.8,40]","(384,579]","[0,624]","(1e+04,1.76e+04]","(120,168]","[3e+03,4.54e+04]","(670,685]"
208305,"yes","B","Risk1","yes","(12,17.6]","(266,384]","[0,624]","[1e+03,1e+04]","(120,168]","(4.54e+04,6.5e+04]","(670,685]"
142599,"no","E","Risk2","no","[0,12]","(579,1.41e+03]","[0,624]","(1.76e+04,3.5e+04]","[3,120]","(9e+04,7.5e+06]","[660,670]"
128595,"no","B","Risk2","no","(17.6,23.8]","[23.4,266]","[0,624]","[1e+03,1e+04]","(168,234]","(4.54e+04,6.5e+04]","(685,705]"
225568,"no","B","Risk3","yes","(17.6,23.8]","(579,1.41e+03]","[0,624]","(1.76e+04,3.5e+04]","(120,168]","(6.5e+04,9e+04]","(705,845]"
219020,"yes","B","Risk1","no","[0,12]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(120,168]","(9e+04,7.5e+06]","[660,670]"
7074,"yes","D","Risk3","no","(23.8,40]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(120,168]","(4.54e+04,6.5e+04]","(705,845]"
185132,"no","A","Risk3","no","(17.6,23.8]","(384,579]","[0,624]","(1e+04,1.76e+04]","(120,168]","[3e+03,4.54e+04]","(705,845]"
103436,"no","A","Risk2","no","(12,17.6]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(120,168]","(9e+04,7.5e+06]","(705,845]"
22802,"no","D","Risk3","no","(12,17.6]","[23.4,266]","(734,850]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(705,845]"
54248,"no","C","Risk3","yes","(17.6,23.8]","(384,579]","[0,624]","(1e+04,1.76e+04]","(120,168]","(4.54e+04,6.5e+04]","[660,670]"
179139,"no","B","Risk2","no","(12,17.6]","(384,579]","(734,850]","(1e+04,1.76e+04]","(120,168]","(4.54e+04,6.5e+04]","(705,845]"
43727,"no","C","Risk1","no","(17.6,23.8]","(384,579]","(734,850]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","(705,845]"
95453,"yes","F","Risk3","no","(17.6,23.8]","(384,579]","[0,624]","(1e+04,1.76e+04]","(168,234]","[3e+03,4.54e+04]","(670,685]"
207824,"yes","C","Risk3","yes","(23.8,40]","(384,579]","(624,689]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
21357,"no","D","Risk1","yes","(23.8,40]","(384,579]","[0,624]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","[660,670]"
41286,"no","C","Risk3","no","(23.8,40]","(266,384]","[0,624]","(1e+04,1.76e+04]","(234,842]","[3e+03,4.54e+04]","(705,845]"
110260,"yes","E","Risk2","yes","(17.6,23.8]","(384,579]","[0,624]","(1.76e+04,3.5e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
